Index,,Puesto laboral,Empresa,Estado,Ciudad,Salario mínimo,Salario máximo,Tipo de moneda,Giro de la empresa,Fecha de publicación,Vigencia de la oferta,Modalidad,País,,Cantidad de lenguajes requeridos,Nivel de experiencia,Requerimiento educación,Salario promedio,Lenguajes de programación,Modalidad,Estudios previos,Experiencia (Años) ,Habilidades blandas,Idiomas,Esquema de pago,Persona,Descripción
362,Cientifico/Analista de Datos SR (Presencial CDMX) Confidencial,Cientifico/Analista de Datos SR (Presencial CDMX),Confidencial,México,Ciudad de México,1250,2000,MXN,not specified,18/08/22,16/10/22,FULL_TIME,MX,,7,Senior,0,1625,"MongoDB, Cassandra y HBase, SQL, Hive y Pig, R, Weka, NumPy, MatLab",presencial,-,6,-,-,month,Carlos,"Técnicas de minería de datos, el análisis estadístico y el desarrollo de sistemas de predicción de alta calidad que se integran con nuestros productos. Lídera el equipo de Analistas de Data del área de Experimentación.Coordinar y acordar con diferentes equipos internos y externos para implementar modelos y monitorear resultados.Desarrolle procesos y herramientas para monitorear y analizar el rendimiento del modelo y la precisión de los datos.Colabore con las partes interesadas de toda la organización para descubrir formas de utilizar los datos corporativos para crear soluciones empresariales.Extraiga y analice datos de las bases de datos de la empresa para promover la optimización y la mejora del desarrollo de productos, las tácticas de marketing, producto y las estrategias comerciales.Examinar la eficacia y precisión de nuevas fuentes de datos y procedimientos de recopilación de datos.Para aplicar a conjuntos de datos, cree modelos de datos y algoritmos únicos.Aumente y mejore las experiencias de los clientes, la creación de ingresos, la orientación de anuncios y otros resultados de la empresa a través de modelos predictivos.Desarrolle un marco de pruebas A/B para los proyectos y evalúe la calidad del modelo.Actividades: Manejo y liderazgo de equipo de Analistas de Data.Entendimiento y presentación de los hallazgos clave para los sprints semanales para facilitar la toma de decisión.Evaluar datos, analizar resultados usando técnicas estadísticas para entregar informes continuosDesarrollar e implementar bases de datos, sistemas de recopilación de datos, análisis de datos, etc. para optimizar el rendimiento estadístico.Recopile datos de varias fuentes de datos y administre bases de datos/sistemas de datosReconocer, analizar y describir patrones y tendencias de conjuntos de datos complejos"
370,Analista de Datos Experience IT,Analista de Datos,Experience IT,not specified,not specified,1250,1250,MXN,not specified,13/09/22,16/10/22,FULL_TIME,MX,,5,Not specified,0,1250,"AWS, Azure, Google Cloud, SQL.Proceso de ETL, Excel, SQL, Power BI",Híbrido,"Economía, Informática, Estadística, Ing. Sistemas Computacionales o afín",3,"Habilidades de comunicación, autodidacta, tolerante, enfocado a resultados",Inglés  intermedio o Avanzando,month,Carlos,Análisis y reporte de informes para la toma de decisiones corporativasDesarrollar soluciones para la automatización del manejo de datosAnálisis para resolver problemas relacionado con datosManejo de  server
372,Programador Analista GRUPO CSI,Programador Analista,GRUPO CSI,Baja California,Tijuana,800,1000,MXN,not specified,16/08/22,16/10/22,FULL_TIME,MX,,6,Not specified,0,900,"Python, Ruby, R, SQL",-,-,-,-,-,month,Carlos,"Diseñar, desarrollar informes analíticos y comerciales que pronostiquen la demanda.Analista de ventas y proyección a mediano plazo por categorías.Escriba códigos  para analizar datos y determinar herramientas que nos permitan leer estadísticos para la toma de decisiones en compras.Identificar oportunidades nuevas mercado."
376,Analista Financiero Billingue PMG GDL,Analista Financiero Billingue,PMG GDL,Jalisco,Guadalajara,1000,1100,MXN,not specified,17/08/22,16/10/22,FULL_TIME,MX,,2,Not specified,1,1050,Excel,-,"Licenciatura en finanzas, estadística, Matemáticas, Economía o cualquier otra relacionada con el campo de una institución acreditada",2,"Habilidades multi-tasking, saber trabajar de manera independiente, así como en equipo",Inglés intermedio o Avanzando,month,Carlos,"Desarrollar presupuestos y previsionesRealizar informes mensualesIdentificar tendencias/valores atípicos y proporcionar análisisRealizar informes mensuales de estado de resultad, flujo de caja, balance y análisis de variacionesPreparar informes financieros, gráficos, tablas y otros documentos que sean solicitadosProporcionar análisis de informes oportunos y precisos del desempeño de la empresa frente a resultados históricos presupuestados y pronosticados para facilitar la toma de decisiones estratégicasMantener y desarrollar modelos financieros para la planeación estratégicaDesarrollar y mantener métricas comerciales claves para determinar fortalezas y debilidades de la empresaPreparar y hacer presentaciones a la alta direcciónAnalizar datos con métodos estadísticos, interpretar los resultados y redactar un resumen de los análisis de los datosTrabajar con colegas para desarrollar análisis estadísticos que aborden preguntas de investigación proyectadasRealizar otras tareas que sean asignadas"
377,ANALISTA BASE DE DATOS Banorte,ANALISTA BASE DE DATOS,Banorte,Nuevo León,Monterrey,850,950,MXN,Finanzas,12/09/22,16/10/22,FULL_TIME,MX,,2,Not specified,1,900,"SQL, Oracle, Office",,"Licenciatura o Ingeniería en Sistemas, o carreras afines",3,"Proactivo, análisis de información, trabajo en equipo, sentido de urgencia",Ingles intermedio,month,Carlos,"Cumplir con los requerimientos y actividades diarias para facilitar la toma de decisiones de los usuarios.Cada día te encontrarás ante nuevos e interesantes retos dentro de tu puesto, en los cuales serás responsable de:Desarrollar procesos que faciliten la entrega oportuna de la información y aseguren el cumplimiento de los niveles de servicio.Obtener el conocimiento de las diferentes fuentes de información.Brindar indicadores y estadística creando tableros la toma de decisiones.Revisar y analizar el resultado de los procesos operativos diarios y mensuales.Atender requerimientos de los usuarios en tiempo y forma.Identificar áreas de oportunidad y proponer soluciones que ayuden a la integridad de la información"
379,Analista de Datos para área de Marketing GAFF INTERNATIONAL,Analista de Datos para área de Marketing,GAFF INTERNATIONAL,México,Cuautitlán Izcalli,625,,MXN,not specified,01/09/22,16/10/22,FULL_TIME,MX,,3,Not specified,1,625,Excel,-,Licenciaturas Administrativas,1,-,-,month,Carlos,Establecer y desarrollar una adecuada proyección y pronostico de ventasIdentificar oportunidades riesgos y tendencias de los clientesAnalizar actividades de la competencia para generar estrategias y acciones que permitan a la empresa reaccionar adecuadamente
380,"Analista Económico / Consultoría Económica Consultores Internacionales, S.C",Analista Económico / Consultoría Económica,"Consultores Internacionales, S.C",México,Ciudad de México,600,600,MXN,not specified,29/08/22,16/10/22,FULL_TIME,MX,,6,Not specified,1,600,"SPSS, R, Excel, STATA",-,Lic. Economía titulado,1,"Investigación, análisis y redacciónComunicación oral y escritaFacilidad de palabraProactividadOrganizado",Ingles,month,Carlos,"Mapeo, diseño e implementación de metodologías para análisis de datosLlenado de encuestasAnálisis de datos e información estadística, estimaciones y proyeccionesRedacción temas de Planeación Estratégica y de NegociosColaboración en estudios, proyectos, propuestas cualitativas y cuantitativasSoporte, apoyar en Redes SocialesConocimiento"
381,Marketing Data Analyst (Remoto) Seedup,Marketing Data Analyst (Remoto),Seedup,Chihuahua,Chihuahua,294.3,952.5,MXN,not specified,08/09/22,16/10/22,PART_TIME,MX,,7,Not specified,1,"6,234,000,000,000,000","R, Python, Tableau",Remote,"maestría o superior en un campo técnico y/o cuantitativo, como informática, matemáticas, física o economía",4,-,-,month,Carlos,"Como gerente de analistas de datos para nuestros equipos de crecimiento, ayudará a construir las bases de datos y brindará los conocimientos que necesitamos para crecer rápidamente. Tendrá un papel clave para garantizar que estemos utilizando nuestros datos de la mejor manera posible, asegurando decisiones más informadas y permitiendo que sus colegas desarrollen las habilidades necesarias para enfrentar los desafíos que se avecinan.Qué harás como Data Analyst ManagerAsuma un papel de analista principal en nuestros equipos de crecimientoTrabaje como analista de datos y cree las condiciones para un gran conocimiento y desarrolloEleve el nivel en la disciplina de analista de datosAtraer, reclutar e incorporar analistas de datosDesarrollo estrategico de analista de datos para areas de Usear research, UX, Marketing, Ventas,Puede establecer relaciones causales y conocimientos significativos utilizando metodologías y datos estadísticos.Experiencia práctica con la experimentación, incluido el diseño, la implementación y las metodologías (p. ej., prueba de hipótesis y análisis de regresión) para analizar e interpretar los resultados para los socios.Experiencia en la consulta y manipulación de conjuntos de datos sin procesar para su análisisCómodo funcionamiento en espacios con alta ambigüedad y adaptarse fácilmente a entornos cambiantesAquí hay algunas maneras en las que tendrá un impacto: Definir y monitorear regularmente indicadores clave de rendimiento, métricas de éxito y resaltar ideas para optimizar nuestra experiencia de usuario en todas las plataformas.Configure y evalúe los resultados de las pruebas A/B e impulse los próximos pasos a un ritmo aceleradoEntregue informes e información estratégica a través de análisis y extracciones manuales de datos de varias plataformas publicitarias, herramientas de datos y seguimiento interno para impulsar los OKR.Dimensionar la oportunidad de diferentes estrategias e iniciativas de productosComunicar de manera óptima los hallazgos a los miembros internos y externos del equipo.Liderar la investigación, el desarrollo y la entrega de modelos analíticos que se utilizarán para diseñar estrategias y probar nuevas mejoras y funciones de productos"
383,Analista de Datos Knotion,Analista de Datos,Knotion,Michoacán,Morelia,700,,MXN,not specified,05/09/22,16/10/22,FULL_TIME,MX,,7,Not specified,1,700,"Excel, SPSS, SAS, AWS, SQL, Oracle, Python, Tableau, Qlik",presencial,"Licenciatura o superior en carreras en Ciencias de Datos, Sistemas de Información, Matemáticas o Estadística",2,Pensamiento lógico y crítico. Capacidad de síntesis. Creatividad e innovación. Curiosidad para analizar e interpretar los datos. Resolución de problemas. Interés por el sector educativo. Comunicación efectiva. Enfoque sistémico. Proactividad.,-,month,Carlos,"Recopilación, transformación y agrupación de datos de diversas fuentes de datos.* Realización de tareas de análisis descriptivo y diagnóstico, utilizando técnicas matemáticas y estadísticas.* Diseño de algoritmos predictivos que ayuden a la toma de decisiones.* Aplicación de modelos matemáticos y estadísticos que buscan responder a una hipótesis planteada.* Preparación de insumos para procesos de Machine Learning.* Propuesta de productos (dashboards o elementos visuales) generados durante el análisis.* Revisión y validación de resultados.* Consultas, redacción de informes y presentación de conclusiones."
384,Analista de Información Keyser,Analista de Información,Keyser,not specified,not specified,750,750,MXN,not specified,16/08/22,16/10/22,FULL_TIME,MX,,5,Not specified,0,750,"Excel, SQL",-,"Ingeniería, Lic. Matemáticas, Lic. Actuaria, Ing. Industrial.",1,,-,month,Carlos,"Generación de cubos de información, modelos predictivos de resultados y analíticos del Negocio. - Modelos de Evaluación de Rentabilidad de Negocio. - Cálculo de Metas e Incentivos. - Aplicar Modelos Estadísticos para el modelado de resultados de la información. - Correr modelos estadísticos que permitan identificar patrones de comportamiento - Generación de Reportes AdHoc - Cuadres de Información. - Generación de Dashboards y alertas - Evaluación Estadística de Modelos de Rentabilidad. - Control mediante Alertas de Desviación de Metas. - Implementación de nuevos proyectos definiendo KPIs de negocio"
385,Desarrollador Business Intelligence GRUPO CSI,Desarrollador Business Intelligence,GRUPO CSI,Baja California,Tijuana,800,1000,MXN,not specified,02/09/22,16/10/22,FULL_TIME,MX,,6,Not specified,0,900,"Python, Ruby, R, SQL",-,-,-,-,-,month,Carlos,"Diseñar, desarrollar informes analíticos y comerciales que pronostiquen la demanda.Analista de ventas y proyección a mediano plazo por categorías.Escriba códigos  para analizar datos y determinar herramientas que nos permitan leer estadísticos para la toma de decisiones en compras."
386,Científico de Datos Retail Híbrido CDMX Training Talent,Científico de Datos Retail Híbrido CDMX,Training Talent,not specified,not specified,2250,2750,MXN,not specified,11/09/22,16/10/22,FULL_TIME,MX,,8,Not specified,1,2500,"SAP, SAS, PySpark, Microsoft,  Adobe, Python, R, Data Studio, SQL, BI como Tableau, QlikView, Power BI",Híbrido,-,3,-,-,month,Carlos,"Analista técnico para proyectos de tecnología Business Analyst, BA, con experiencia en retail. Analista consultor big data, consultor data Science, científico de datos, analista big data, Big Data Developer, desarrollador , Spark Analyst, Spark Developer, Programador Big Data Spark, Ingeniero de datos Spark, Ingeniero de datos Hadoop, desarrollador Data ScienceAdministración de empresas, Económicas, Marketing, Ingenierías. Valorable MBAInglés conversacionalExperiencia mínima de 4 años participando en proyectos de negocio, TI o Data Science, deseable en sector retailConocimiento y experiencia en alguna/s de las áreas principales del retail (operaciones, marketing, logística, pricing, surtido, etc) Experiencia en diseño de planes estratégicos para áreas de marketing, promociones y CRM principalmenteConocimientos en programas de lealtad y estrategias de EngagementExperiencias en elaboración de Assessments, estudios de mercado, análisis de data pública y colaboración con compañías/partners específicos como agenciasExcelente capacidad de comunicación, tanto verbal como escritaExperiencia demostrable en: Analítica para la implementación de campañas de marketing y modelos predictivos con objetivos: Incremento de Share of wallet, Incremento de frecuencia, Incremento de ticket medio, NPSExcelente capacidad analítica (generación de Business cases, estimaciones de retornos, diseño y medición de KPIS estratégicos, análisis específicos de clientes en función del caso de negocio)Fundamentos de ciencia de datos ( etc). Valorable experiencia analizando grandes volúmenes de datosConocimiento de Excel y Power Point avanzadoMuy valorable conocimiento y/o experiencia en soluciones de Marketing de Salesforce (otras ,)Tipo de puesto: Tiempo completoSalario: $45,000.00 - $55,000.00 al mesHorario:Turno de 8 horas"
393,Analista Planeación de la Demanda - Recién egresado en Actuaria o Matematic MODATELAS SAPI DE CV,Analista Planeación de la Demanda - Recién egresado en Actuaria o Matematic,MODATELAS SAPI DE CV,not specified,not specified,720,,MXN,not specified,01/09/22,16/10/22,FULL_TIME,MX,,3,Not specified,1,720,"R, Excel ",-," Licenciatura en Actuaría, Finanzas o afín",1,-,Ingles,month,Carlos,Pronostica la demanda de productosRealiza análisis estadísticosPlanea la distribución del producto a tiendas de acuerdo a demandaImpulsa productos (push)Coloca órdenes de reposición de inventario de la tienda
395,Especialista de Riesgo El Portal de Liverpoool,Especialista de Riesgo,El Portal de Liverpoool,not specified,not specified,1000,,MXN,not specified,06/09/22,16/10/22,FULL_TIME,MX,,5,Not specified,1,1000,"SAS, SQL, Excel Avanzado, Vision Plus",Remote,"Lic. en Actuarìa, Matemàticas, finanzas (TITULADO)",1,-,Ingles intermedio,month,Carlos,"Tu misión será analizar el portafolio de crédito, desarrollo de estrategias, modelos estadísticos y análisis de información.
desarrollar estrategias de segmentación estadísticas. Desarrollo de modelos de score. Desarrollo de estrategias pricing. Implementación de modelo de sistemas y su validación. Reportar MYS (Indicadores y KPI's) a la gerencia y a la dirección. "
400,Python API Engineer LION SYSTEMS SOLUTIONS,Python API Engineer,LION SYSTEMS SOLUTIONS,Colima,Colima,1200,1500,MXN,not specified,19/08/22,15/10/22,FULL_TIME,MX,,4,Not specified,0,1350,"AWS, JSON, CSV, XML, PostgreSQL, MySQL, Python",Remote,-,3,-,English advance,month,Carlos,"You will work side by side with e-commerce experts and the DS / ML team to build, test, and maintain systems that collect, manage, and convert raw data into usable information for the DS / ML team to interpret.Your ultimate job objective is to make data accessible to the data team and the rest of business. You will build, test, and maintain the data pipelines and storage systems. You will also provide support to the ML engineering team to help with data engineering.Provide API access to the data collected from 3rd parties.Analyze data sources to help decide which are useful for the DS / ML team.Maintain the data pipeline architecture, automation, scalability, and error handling.Monitor pipeline performance and stability"
401,Data Engineer Cuéntame,Data Engineer,Cuéntame,México,Ciudad de México,2250,2750,MXN,not specified,14/09/22,15/10/22,FULL_TIME,MX,,11,Not specified,0,2500,"AWS, GCP, Azure, SQL, Apache HBase, MongoDB, Cassandra, Kafka, Spark, Kibana, Tableu, Grafana, Python, Hadoop",-,-,4,-,English,month,Carlos,"Diseñar e implementar arquitecturas de datos altamente escalables y de alto rendimiento, que integren datos de diversas fuentes, administrando datos estructurados y no estructurados.Interactuar con otros equipos de tecnología para extraer, transformar y cargar datos de una amplia variedad de fuentes de datos.Preparar datos a través de la implementación de ETLs y Pipelines.Crear reportes utilizando tecnología para desarrollo de visualizaciones.Analizar, diagnosticar e identificar cuellos de botella en los flujos de datos.Supervisar y reportar constantemente sobre el rendimiento de los sistemas de gestión de datos.Dar mantenimiento y generar propuestas de mejora de las soluciones de datos implementadas.Automatizar pruebas unitarias a través de código.Escribir documentos y guías de requisitos funcionales.Mantenerse conectado con las tecnologías emergentes y las tendencias de la industria.Liderar los proyectos, según sea necesario.‎"
402,Data Transformation Engineer Corning Optical Communications,Data Transformation Engineer,Corning Optical Communications,Nuevo León,Apodaca,1750,2000,MXN,Manufactura,14/09/22,15/10/22,FULL_TIME,MX,,10,Not specified,1,1875,"JMP, MATLAB, R, Minitab, SAS, C++, Java, SQL, Python, PowerBI, tableau, Dash",-,Bachelor of Science in Engineering or equivalent,3,Professional written and spoken communication,inglés avanzado,month,Carlos,"The candidate will act as the process lead for the overall Data Analytics and Controls team, with Automation and Molding as the primary discipline supported. He or she will become the Department SME regarding the structure and application of data analytics using the Kairos platform, as well as the tools used to retrieve, report and analyze data, with the primary objective to secure the usage of data as the main driver for continuous improvement activities.Responsibilities: Drive data analytics for assigned AreasDrive strategical and tactical plans for data analytics and controls for assigned AreasServe as data analytics SME using data collection, data analysis, and machine learning toolsBuild and deploy data-based models for use in process operational improvementLeverage knowledge from company resources through direct support and communities of practice and collaborationsProvide guidance to other process engineers regarding data analytics best practicesProvide guidance to controls engineers regarding data analytics needs to link with hardwareProvide process direction and recommendations for data analytics and controls innovationsIdentify areas of opportunity for data reporting, analysis, and machine learning model buildingReview results and provide interpretation to ensure validityRecommend additional data for collection, and linkages between data setsLeverage corporate data analytics teams to impact assigned area, Plant, as neededUtilize, Review and Create queries, dashboards, and graphical visualizations to access and report dataCoordinate with data science team on existing dashboards / graphical visualizations and create new onesBecome proficient in using no code / low code solutions to access data through the Databricks environmentLead process improvement activitiesLeverage data to determine improvement and paths for actionDesign and execute experiments to enable data-based decisionsImplement solutions to improve cost, culture, capability and capacity"
403,Python Data Engineer LION SYSTEMS SOLUTIONS,Python Data Engineer,LION SYSTEMS SOLUTIONS,Colima,Colima,950,1150,MXN,not specified,17/08/22,15/10/22,FULL_TIME,MX,,7,Not specified,0,1050,"SQL, JSON, CSV, XML,PostgreSQL, MySQL",,,3,"Strong communication skills, especially with non-software developers",inglés avanzado,month,Carlos,"You will work side by side with e-commerce experts and the DS / ML team to build, test, and maintain systems that collect, manage, and convert raw data into usable information for the DS / ML team to interpret. Your ultimate job objective is to make data accessible to the data team and the rest of business. You will build, test, and maintain the data pipelines and storage systems. You will also provide support to the ML engineering team to help with data engineering.The ideal candidate writes well-tested code that is easy to read and understand, communicates effectively with team members, asks for help and feedback when needed, and shares knowledge.Write code and tests for pulling data from 3rd party integrations and loading into a structure database for each data source (ETL).Provide API access to the data collected from 3rd parties.Analyze data sources to help decide which are useful for the DS / ML team.Maintain the data pipeline architecture, automation, scalability, and error handling"
405,Data Engineer Remoto Boz IT,Data Engineer Remoto,Boz IT,not specified,not specified,1750,2250,MXN,not specified,23/08/22,15/10/22,FULL_TIME,MX,,6,Not specified,0,2000,"Hadoop, Spark, power BI, Tableu, Excel, SQL, Azure DevOps",Remote,-,-,-,-,month,Carlos,"Boz IT empresa de software con más de 12 años de trayectoria en soluciones tecnológicas de alta calidad, desarrollamos e innovamos sistemas informáticos de alta calidad.Nuestro equipo sigue creciendo en actividades remotas, brindando libertad para trabajar donde quieras, por ello buscamos sumar especialistas en Azure data lake Azure Data factory- Azure Data Lake Analytics- Reporteo con  avanzado. Server SQL integration services- Analysis services. Deseables: Machine learning."
408,Inteligencia de mercados Grupo CSI,Inteligencia de mercados,Grupo CSI,Baja California,Tijuana,800,1000,MXN,not specified,15/09/22,16/10/22,FULL_TIME,MX,,6,Not specified,0,900,"Python, Ruby, R, SQL",,-,-,-,-,week,Carlos,"Diseñar, desarrollar informes analíticos y comerciales que pronostiquen la demanda.
Analista de ventas y proyección a mediano plazo por categorías.
Escriba códigos SQL para analizar datos y determinar herramientas que nos permitan leer estadísticos para la toma de decisiones"
411,Data Scientist Axity,Data Scientist,Axity,Puebla,Puebla,2600,3100,MXN,not specified,22/08/22,16/10/22,FULL_TIME,MX,,7,Not specified,1,2850," Amazon (EC2, S3), Spark, Hadoop, Python, Azure (Data Bricks, Blob Storage, Data Factory), Git",remote,"Licenciatura o ingeniería concluida en Actuaría, Matemáticas aplicadas, Estadística, Ciencias de la computación, o afín",2,-,Inglés  intermedio o Avanzando,month,Carlos,"Comprensión y expresión de conceptos abstractos lógicos/matemáticos. Traducción de problemas complejos a fuentes y metodologías analíticas. Identificación, interpretación y solución de problemas en los resultados y metodologías a través del planteamiento de pruebas intuitivas/técnicas. Uso de conceptos y herramientas de estadística y probabilidad. Manejo y modelado de datos en  para cargar, visualizar, interpretar y transformar datos, así como obtener y justificar conclusiones. Manejo de conceptos y herramientas de aprendizaje de máquina. Capacidad funcional de Línea de Comando. Experiencia poniendo algoritmos en producción. Manejo de herramientas para procesamiento en la nube como. Manejo de grandes cantidades de datos usando  y/o ecosistemas similares. Manejo de Git, Github u otra herramienta de control de versiones. Análisis geoespacial. Experiencia usando modelos de estadística bayesiana."
414,Data Scientist INMOBILIARIA VINTE,Data Scientist,INMOBILIARIA VINTE,México,Ciudad de México,2000,,MXN,not specified,12/09/22,16/10/22,FULL_TIME,MX,,4,Not specified,1,2000,-,-,"Licenciatura Ciencias de la Computación, Ciencia de Datos o Disciplina Cuántica, Estadísticas, Matemáticas Aplicadas",4,"comunicación, toma de decisiones, solución de problemas",-,month,Carlos,"Desarollar algoritmos de exploración, análisis y procesamiento de datos, estadísticos y de machine learning, con múltiples orígenes y formatos. Crear y escalar modelos de machine learning que impacten directamente al incremento de ventas y en la predicción de patrones que ayuden a incrementar la rentabilidad de la compañía. Crear proyectos analíticos desde su inicio, empezando con la exploración de datos hasta la generación de funciones, la construcción de modelos, gestionar su implementación y monitoreo. Buscar oportunidades para utilizar los conocimientos, conjuntos de datos, código y modelos en otras funciones de la organización, con espíritu curioso de aplicar algoritmos para resolver problemas. Evaluar de manera regular el uso y el funcionamiento adecuado de los modelos, y ser responsable del control de versiones y optimización de los modelos. Diseñar, analizar e interpretar los resultados de experimentos estadísticos. Impulsar la recopilación de nuevos datos para los modelos y el perfeccionamiento de las fuentes de datos existentes. Aportar experiencia al equipo para ayudar a diseñar y priorizar proyectos en las diversas áreas donde se deban crear proyectos de machine learning."
415,Analista de Base de Datos - SQL A&P,Analista de Base de Datos - SQL,A&P,not specified,not specified,895,,MXN,not specified,12/09/22,16/10/22,FULL_TIME,MX,,9,Not specified,0,895,"Excel, SPSS, SAS, SQL, Python, R, Julia, VBA, Access",presencial,"Lic. Actuaría, Economía, Estadística o Matemáticas aplicadas (TITULADO)",3,,,month,Carlos,"analista y minería de datosExperiencia técnica en modelos de datos, desarrollo y explotación de bases de datosTécnicas de segmentación. Gran conocimiento y experiencia con paquetes de informesActividades: Bases de datos (SQL, etc.), programación en lenguajes comerciales Conocimiento de estadísticas y experiencia en el uso de paquetes estadísticos para analizar conjuntos de datos. Fuertes habilidades analíticas con la capacidad de recopilar, organizar, analizar y difundir cantidades significativas de información con atención al detalle y la precisión.Experto en consultas, redacción de informes y presentación de hallazgos.Modelado de Datos Dimensionales, DataMapping para ETL (deseable)Administración de base de datos con SQL, DML, Access (básico)"
416,Data Scientist - INGLES 90 -100% MEXICO Axity,Data Scientist - INGLES 90 -100% MEXICO,Axity,not specified,not specified,3400,3900,MXN,not specified,12/09/22,16/10/22,FULL_TIME,MX,,7,Not specified,1,3650,"Spark, Hadoop, Git, Github, Python, Azure , docker",Remote,"Licenciatura o ingeniería en informática, Sistemas computacionales o afines",2,,inglés avanzado,month,Carlos,"Definir, asesorar, coordinar y/o ejecutar con visión integral las actividades del proyecto/servicio, desarrollando productos de complejidad avanzada, con calidad y de acuerdo a los tiempos asignados, a través de la correcta implementación de la solución. Comprensión y expresión de conceptos abstractos lógicos/matemáticos. Traducción de problemas complejos a fuentes y metodologías analíticas. Identificación, interpretación y solución de problemas en los resultados y metodologías a través del planteamiento de pruebas intuitivas/técnicas. Uso de conceptos y herramientas de estadística y probabilidad. Manejo y modelado de datos en  para cargar, visualizar, interpretar y transformar datos, así como obtener y justificar conclusiones. Manejo de conceptos y herramientas de aprendizaje de máquina. Capacidad funcional de Línea de Comando. Experiencia poniendo algoritmos en producción"
417,Director de Ciencia de Datos en TI Trejo & Asociados,Director de Ciencia de Datos en TI,Trejo & Asociados,not specified,not specified,5000,5500,MXN,not specified,16/08/22,16/10/22,FULL_TIME,MX,,6,Not specified,0,5250,"SQL, MySQL, ETL, BigQuery, Mongo dB, R, Python, Tableau",-,-,6,-,-,month,Carlos,"Establecer los objetivos del equipo de ciencia de datos acorde a los objetivos de la organización y gestionar las prioridades de los proyectos.· Mejorar la confiabilidad y el rendimiento de todos los sistemas internos y realizar mejoras.· Ejecutar proyectos de análisis de datos y su evolución trabajando de la mano con los arquitectos, equipos de desarrollo, Product Owners, áreas de negocio, etc.· Experiencia armando y liderando equipos de ciencia de datos (4-10 personas)· Plantear hipótesis y comunicar los hallazgos (data story telling) a diferentes audiencias desde niveles ejecutivos a operativos.· Revisar y actualizar las políticas y metodologías del área.· Colaborar con los equipos operativos y del negocio para refinar los requerimientos, diseñar frameworks y soluciones.· Gestionar el proceso de identificación y selección de proveedores cuando se requiera.· Crear arquitecturas de alto nivel para el análisis de datos y colaborar con los equipos de infraestructura y desarrollo.· Familiarizado con metodologías ágiles (Scrum, Kanban, etc) aplicadas al análisis de datos.· Ser capaz de trabajar en un entorno altamente dinámico, con tolerancia a la ambigüedad y con el deseo y la voluntad de arremangarse para apoyar los proyectos que se requieran y contribuir individualmente."
419,Machine Learning TOI EXPERTOS HIPOTECARIOS,Machine Learning,TOI EXPERTOS HIPOTECARIOS,Nuevo León,Monterrey,750,,MXN,not specified,24/08/22,16/10/22,FULL_TIME,MX,,5,Not specified,0,750,"Spark, Hadoop, Cassandra, R, Python, SQL, Non SQL.",-,-,2,-,-,month,Carlos,"Dominio de Técnicas basadas en datos. Su hard skill principal es conocer los datos y saber trabajar con ellos en Inteligencia Artificial, Machine Learning, Big data, Deep Learning. Comprensión de lenguajes de programación. Conocimiento en estadísticas y matemáticas Comunicación y colaboración. Descubrir las características que distinguen a un segmento del público objetivo. Encontrar oportunidades potenciales en conjuntos de datos dispares. Identificar problemas no reconocidos en las operaciones comerciales actuales"
424,Consultor BI GYA Consulting,Consultor BI,GYA Consulting,México,Ciudad de México,750,1000,MXN,not specified,06/09/22,16/10/22,FULL_TIME,MX,,8,Not specified,1,875,"Excel, SPSS, SAS, XML, Javascript, Power BI, SQL, ORACLE",,"Grado en matemáticas, economía, ciencias informáticas, gestión de información o estadística",-,Analítico · Creativo · Capacidad a la resilencia · Autodidacta · Proactivo · Detallista · Organizado · Facilidad de palabra,Ingles,month,Carlos,"Interpretar datos y analizar resultados utilizando técnicas estadísticas y enviar informes· Desarrollar e implementar bases de datos, sistemas de recopilación de datos, analítica de datos y otras estrategias que optimicen la eficiencia estadística y la calidad· Captar datos de fuentes de datos primarias o secundarias y mantener las bases de datos y los sistemas de datos· Identificar, analizar e interpretar tendencias o patrones en conjuntos complejos de datos· Filtrar y limpiar los datos mediante la revisión de informes informáticos, impresos e indicadores de rendimiento para localizar y corregir problemas de código."
425,Data Analyst TOI EXPERTOS HIPOTECARIOS,Data Analyst,TOI EXPERTOS HIPOTECARIOS,Nuevo León,Juárez,750,,MXN,not specified,24/08/22,16/10/22,FULL_TIME,MX,,5,Not specified,0,750,"Spark, Hadoop, Cassandra, R, Python, SQL, Non SQL",-,-,2,-,-,month,Carlos,"Conocer los datos y saber trabajar con ellos en Inteligencia Artificial, Machine Learning, Big data, Deep Learning. Comprensión de lenguajes de programación. Conocimiento en estadísticas y matemáticas. Comunicación y colaboración. Descubrir las características que distinguen a un segmento del público objetivo."
438,Semi senior Consulto BI (SQL-T-SQL) TURING,Semi senior Consulto BI (SQL-T-SQL),TURING,not specified,not specified,1000,1500,MXN,Tecnologías de la información,15/09/22,16/10/22,FULL_TIME,MX,,2,Senior,1,1250,"SQL, Shell",remote,,3,,,month,Carlos,"Conocimiento en la creación de procesos ETL mediante la SSIS, modelado de datos y buenas prácticas de programación en bases de datos. Poseer experiencia en el análisis de datos.  Experiencia de 3 años o más en posiciones similares."
