Puesto laboral,Empresa,Estado,Ciudad,Salario mínimo,Salario máximo,Tipo de moneda,Descripción,Giro de la empresa,Fecha de publicación,Vigencia de la oferta,País,Esquema de pago,Cantidad de lenguajes requeridos,Título ofrecido,Requerimiento educación,Salario promedio,Lenguajes de programación/tecnologías requeridas,Modalidad,Estudios previos,Experiencia (Años) ,Habilidades blandas,Idiomas
Data Analyst,Project Whitecard,Manitoba,Winnipeg,3928.0,4229.1875,CAD,"We are currently looking for a Data analyst to join our company as soon as possible.Job Type: Full-timeSalary: $62,848.00-$67,667.00 per yearBenefits:Dental carePaid time offSchedule:Monday to Friday",not specified,2022-09-15,2022-10-16,CAN,year,1,Not specified,0,4078.59375,,not specified,not specified,,not specified,not specified
Data Analyst,GUS Canada,not specified,not specified,4062.5,,CAD,"Position Job Title: Data AnalystLocation: Flexible work location (must be based in Canada)Reports To: Head of Property DevelopmentGlobal University Systems is focused on becoming one of the world’s most dynamic, inclusive, and diverse education organisations. GUS is an international network of higher education institutions, brought together by a shared passion for accessible, industry-relevant qualifications. GUS delivers a wide variety of programmes, including bachelor’s degree programmes, master’s degree programmes, professional training, English Language training, and corporate & executive education. When someone chooses to study at one of our institutions– whether on campus in Europe, North America, or even in their own home – they’re joining a network of 100,000 students worldwide. When you decide to work with GUS, you will be joining an industry leading, global organisation that has a reach in over 150 different countries.Primary PurposeAs a Data Analyst you will be responsible for reviewing and interpreting financial data and support our real estate global projects, including administrative and academic buildings, the infrastructure of the site and all off-campus college-owned properties. You will manage and support different projects of new and existing properties as well as oversee the day-to-day project requirements and budgets.Specific ResponsibilitiesThe Data Analyst will at various times be responsible for the following as well as other related duties as assigned to support the business objectives and purpose of the Company.Provide oversight regarding real estate actions utilizing data analysis; direct negotiations, collaborate on the course of action on acquisitions, renewals, and dispositions.Prepare specifications for physical organizational projects; estimate costs of equipment, materials, labour, and supplies; oversee the site and building projects performed by outside contractors.Project assistance for all Real estate analysis related and Head of Real Estate Department.Fitouts and capex management for GUS brands worldwideProject management and coordination of schedule, budget, invoices approval, construction process, external consultants and permits.Project’s pitch presentations.Managing of existing locations, usage, occupancy, and facility Q data report.Handling relevant property and real estate data and analyses as a basis for business decisions.Liaising with clients, suppliers, and other staff members.Screening phone calls, enquiries, requests and handling them when appropriate.Organizing and maintaining projects related diaries and appointments.Position RequirementsTo be successful in the Data Analyst position, an individual must be committed to developing, maintaining and demonstrating the following:Education and Experience: An undergraduate degree and experience of 2-6 years in a relative field of study (Business/Finance) and property projects.Comprehensive knowledge in planning, scheduling, and executing large projects.Organizational development and leadership skills.Effective interpersonal skills and strong written and verbal communication skills.Ability to work productively in a fast-paced multitasking environment. · Joy of travelling.English high-level must, German advantage.Top skills in Microsoft office emphasis on excel.Top skills in 2d software advantage - AutoCAD, Arch job, Revit etc.Ability to plan /foresighted and systematic approach to set feasible deadlines. Independent and maintain work schedule and deadlines.Competencies: Essential for the roleDirect work experience in project management capacity.Proven experience in people management.Experience preparing statistical reports, analyzing and summarizing results from data collected.Desired competencies Experience in a design & build and construction industry or as a real estate agent.Experience in strategic planningExperience in risk managementExperience in change managementExperience within the education industryOther Information We acknowledge receipt of your resume for a position at Global University Systems and sincerely appreciate your interest in our company. We will screen all applicants and select candidates whose qualifications meet our requirements. We will carefully consider your application during the initial screening and will contact you if you are selected to continue for the next stage of the recruitment process. We wish you every success. GUS is an equal opportunities employer and positively encourages applications from suitably qualified and eligible candidates regardless of sex, race, disability, age, sexual orientation, or religion or belief.Job Types: Full-time, PermanentSalary: $65,000.00 per yearBenefits:Dental careEmployee assistance programExtended health careLife insurancePaid time offRRSP matchTuition reimbursementVision careWellness programWork from homeSchedule:8 hour shiftApplication question(s):Are you legally authorized to work in Canada?",not specified,2022-09-15,2022-10-16,CAN,year,2,Not specified,1,4062.5,"autocad,revit",remoto,an undergraduate degree ,6.0,"organizational development and leadership skills, effective interpersonal skills and strong written and verbal communication skills, ability to work productively in a fast-paced multitasking environment. ·","Inglés, German"
Research Analyst,EducationPlannerBC,British Columbia,Vancouver,4056.25,4843.75,CAD,"Position Title:  Research Analyst (Term Position – until April 2023 with possibility of extension)Reports To: Executive Director, EducationPlannerBCClassification Level:  Pay Grade 8Date:  September 2022About EducationPlannerBCEducationPlannerBC is B.C.’s provincial application and data exchange hub designed to provide improved access to post-secondary education in B.C. by engaging and informing applicants and their supporters throughout their post-secondary research, planning and application process. EducationPlannerBC works to proactively innovate for our applicants, public post-secondary institutions and government partners.Position SummaryReporting to the Executive Director, the Education Pathway Researcher is responsible for conducting research, analyzing and interpreting data, and developing and compiling reports that support EducationPlannerBC (EPBC) initiatives, including the identification of educational pathways to various career opportunities. This position is also responsible for identifying appropriate sources of data to meet information needs and for ensuring that information is clearly and consistently represented. The Education Pathway Researcher is a professional with excellent research and data analysis skills who enjoys engaging in projects that improve user experience.Key Accountabilities & Time AllocationThe following provides an approximate allocation of time for key accountabilities and a representative list of duties. From time to time, this position will be expected to undertake other duties and responsibilities as necessitated by its evolving position within the organization or the overall business objectives of the organization.Research, Analysis, and Documentation (80%)o Conduct project-related research that supports the identification of educational pathways to various career opportunitieso Research and interpret detailed curriculum documents from BC secondary andpost-secondary institutionso Identify relationships and connections between institutions, including articulated pathway agreementso Locate and document sources of related data to support additional data collection needso Critically analyze and evaluate research findings from a variety of sources; provide insight and recommendations on analysis and findingso Use a client-centred approach for converting diverse and complex data and research findings into reports and summaries that are clear and easy to interpret for a variety of audienceso Plan, design, and produce detailed reports as well as high-level summaries and presentationso Develop a strong understanding of the BC labour market, through research, to support project outcomeso Maintain a comprehensive understanding of the BC post-secondary and transfer credit systemso Ensure use of standards identified within the scope of workCommunications & Project Work (20%)o Meet with internal and external partners to gather and define research and information needs, determine scope, and identify deliverables and timelineso Proactively communicate with internal teams regarding findings, trends, and anomalies within project researcho Provide timely and accurate information and recommendations; ensure that information is clearly and consistently representedo Develop and maintain collaborative relationships with internal and external partnerso Assist or take the lead in orienting partners on EPBC data and researcho Represent EPBC at internal and external meetingsCompetency Requirementso Ability to research data and compile findings from a variety of sourceso Ability to analyze and interpret complex datao A sense of initiative, with the ability to set priorities, follow workflows, and meet deadlineso A focus on providing exceptional client-service to EPBC staff and external stakeholderso Ability to clearly communicate, both verbally and in writing, being mindful of the audience and their communication needso Ability to work collaboratively by building and maintaining positive working relationships across the organization and with external stakeholders, including government-led sector working groupso Ability to exercise tact, diplomacy, and discretion when working with colleagues and external partieso Ability to develop, plan, execute, and complete multiple initiatives concurrentlyo Ability to be flexible and adaptable, adjusting to shifts in workload and task prioritieso Detail-oriented and a willingness to learn and adapt with technology and update professional knowledge and skillsEducation, Knowledge and Experience o A Bachelor's degree with 1-3 related years experience, or an acceptable combination of education, training, and experienceo Excellent organizational, research, and analytical skills with the ability to critically evaluate and synthesize information into reports and other documentso Strong understanding of BC post-secondary system and the BC transfer system is an asseto Knowledge of educational pathways for a wide range of careers is an asseto Excellent communication and interpersonal skills, including thorough knowledge of business, proficiency with the English language, spelling, punctuation, grammar and arithmetico Proficient with MS Office, Adobe Acrobat, and online communication tools such as Microsoft Teams, Zoom, or SkypeSupervisory ResponsibilitiesNo formal supervisory responsibilities.Interpersonal RelationsThe key stakeholders and team members this role interacts with include:o Internal stakeholders – Employees across all levels of the organizationo External stakeholders – BC Government Ministries, Industry Partners, Post Secondary Institutions (PSI), and PSI OrganizationsDecision Making Authority Decisions generally affect their own job, procedures, and the department in which the employee works. Through the collaborative nature of EPBC, decisions may also impact the workflow or reputation of other departments. In some instances, decisions may impact stakeholders, though management supervision generally limits this position's impact on decisions.Financial ResponsibilityThis role has no financial responsibility.Working Conditions This position is expected to have the normal working conditions expected of a professional office role. EPBC is currently working in a hybrid environment with a combination of remote and in-office work.Additional working conditions include:o Evening and/or weekend work may be assigned, on occasion, in response to critical issues or in lieu of regularly scheduled weekday shiftso Possible eye strain from the constant viewing of electronic displays (i.e. computer monitors)o Occasional travel may be requiredPosting Information Closing Date: Open Until FilledThe salary range for this position is $64,900 - $77,500, commensurate on experience.Term Position: Immediate start date to April 2023, with possibility of extension.This position can be based in Vancouver (preferred) or Victoria. EPBC is currently working in a hybrid environment with a combination of remote and in-office work.To apply for this position, please send your CV to provided email.All qualified candidates are encouraged to apply, although only those eligible to work in Canada will be considered.DisclaimerThe job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee. Duties, responsibilities and activities may change, or new ones may be assigned at any time with or without notice.Job Type: Full-timeContract length: 8 monthsSalary: $64,900.00-$77,500.00 per yearBenefits:Dental carePaid time offVision careSchedule:8 hour shift",not specified,2022-08-30,2022-10-16,CAN,year,2,Not specified,1,4450.0,"microsoft office,adobe",remoto,bachelor's degree ,3.0,"ability to work collaboratively, ability to exercise tact, diplomacy, and discretion when working with colleagues and external parties, ability to be flexible and adaptable, adjusting to shifts in workload and task prioritieso detail-oriented and a willingness to learn and adapt with technology and update professional, excellent organizational, research, and analytical skills, communication and interpersonal skills,   ",Inglés avanzado/fluido
Data Warehouse Support Analyst,HRBrain,Ontario,Toronto,7200.0,9600.0,CAD,"Job description: *Primary skills: · Maintains, and provides support for data warehouse systems and related data marts· Lead and coordinate the investigation and resolution of all Data Warehouse issues· Proactively identifies opportunities for process, systems, and other efficiency improvements· Works effectively others and contributes to group effectiveness through personal style· Monitors and supports data integration/ETL jobs using DataStage and its foundation tools in a SQL Server and Windows environment· Leads stakeholder communications during major incidents· Leads the root cause analysis post incident resolution with the goal of an overall reduction of incidentsTop Skills Required Bachelor of Computer Science Degree or equivalent and relevant work experienceCapability in understanding various data structures and formats and common techniques in data transformationKnowledge of Data Technologies, Data Warehouse, Data Marts, Data Lake, Data Stage, Data Extracts, Reporting, IBM Workflow Scheduler, data flows, ETL, and integrationsOther Skills Required: Minimum 3 years experience supporting data infrastructureAbility to analyze system errorsDemonstrated application of technical problem solving and analytical tools and techniquesCommunication, problem solving, critical thinking, job task planning and organizationIncident response and managementRoot cause analysis and coordination across multiple different internal and external stakeholdersChange management, release management and coordinationReporting through ITSM toolsAbility to translate technical findings for multiple audiences of various skill levelsIBM Workload SchedulerSQL Management Studio/Oracle andAssets: Bilingualism in both official languages (English and French).ITIL – Incident, Problem, Knowledge, ChangePrevious experience supporting financial business applicationsDocumentation – within tickets, knowledge articles, other support documentsCustomer focus – understands business impactsQuickly learn new technologiesExperience in structured multi-environment technology promotional modelJob Types: Full-time, Fixed term contractSalary: $60.00-$80.00 per hourSchedule:Monday to FridayExperience:Data warehouse: 5 years (required)Data Infrastructure: 3 years (required)ETL: 3 years (required)SQL: 4 years (required)Oracle: 4 years (required)Licence/Certification:ITIL Certification (preferred)",not specified,2022-09-13,2022-10-16,CAN,hour,3,Not specified,1,8400.0,"sql,oracle,sql server",not specified,bachelor of computer science degree or equivalent ,5.0,"communication, problem solving, critical thinking, job task planning and organization, incident response and management, root cause analysis and coordination across multiple different internal and external stakeholders","Inglés, French"
Data Analyst,EV Logistics,British Columbia,Langley,3750.0,4062.5,CAD,"EV Logistics provides distribution services for one of Western Canada's largest grocery retailers and we're looking for team members with a passion for providing exceptional service to our customers. Our work atmosphere is safety-focused, supportive, collaborative and performance driven. We're committed to continuous improvement and the growth of our employees, with programs that support learning, engagement and career advancement.EV Logistics provides distribution services for one of Western Canada's largest grocery retailers and we're looking for a Logistics Analyst to join the Team.Overview:The Operations Analyst will be reporting to the Sr. Logistics Analyst and General Management. This position requires flexibility in shift to support the 24/7 operation. Collects and analyzes operational data. Assists in the design, development, and implementation of data gathering and reporting methods and procedures within Operations. Recommends procedural changes to improve efficiency of operations. Functions as technical coordinator and internal consultant regarding needs and requirements of operations data processing. Responsible for tracking, analysis, and forecasting of storage capacities, inventory levels, equipment and/or manpower requirements. Follows established evaluation processes to determine effectiveness of current operational activities and determine problem areas and develop solutions.The requirements for an Operations Analyst include, but are not limited to:Strong technical and computer skills, particularly with analytical tools.Ability to use solution-development site tools.Excellent written and verbal communication skills.Strong organizational, time-management, and project management skills.Strong computer skills, including spreadsheets, databases, and word processing software.May need skills in particular site specific technology and/or site reporting tools (e.g., Oracle, MYSQL, SQL Servers, web development languages, etc.)Strong analytical skills.Working knowledge of Microsoft Excel and other data-mining tools (VBA and PowerBI experienced preferred).Working knowledge of logistics and/or transportation operations to be able to identify areas for improvement.Ability to develop creative solutions to complex problems and balance long- and short-term needs.The Ideal Candidate will:1-2 years’ experience in a similar or analyst roleDependable and punctualAbility to cope with stressful situations in a professional mannerPossess the ability to work independently, multitask, work efficiently and effectively in a fast-paced environmentComfortable with a warehouse settingResilienceProfessionalismAssociate’s/ Bachelor degree in business, transportation, logistics, or related field.Our location is not transit accessible and all applicants need to be comfortable with the commute to the Langley area. All applicants must be flexible with shift and days of the week as EV Logistics is a 24/7 facility.Thank you for your application, only those selected for an interview will be contacted.Job Types: Full-time, PermanentSalary: $60,000.00-$65,000.00 per yearSchedule:8 hour shift",Transporte y logística,2022-09-09,2022-10-16,CAN,year,7,Not specified,1,3906.25,"sql,vba,oracle,mysql,sql server,excel,power bi",not specified,"associate’s/ bachelor degree in business, transportation, logistics, or related field.",2.0,"excellent written and verbal communication skills. strong organizational, time-management, and project management skills, strong analytical skills, dependable and punctual, ability to cope with stressful situations in a professional manner possess the ability to work independently, multitask, work efficiently and effectively in a fast-paced environment
",not specified
Data Analyst,DPD Software Ltd,Manitoba,Winnipeg,3928.0,4229.1875,CAD,"We're looking for Data Analysts who are motivated, hard-working and detail oriented. The position involves regular analysis of data, and the successful candidate will be knowledgeable about the financial industry and have excellent communication skills. Candidates should have excellent analytical skills and a proven ability to handle multiple tasks efficiently.Job Type: Part-timeSalary: $62,848.00-$67,667.00 per yearBenefits:Dental carePaid time offSchedule:10 hour shift",not specified,2022-09-15,2022-10-16,CAN,year,1,Not specified,0,4078.59375,,not specified,not specified,,"excellent communication skills, analytical skills, proven ability to handle multiple tasks efficiently ",not specified
Research Analyst(s),NAIT,Alberta,Edmonton,2239.785,2967.3225,CAD,"In order to ensure your application is received by NAIT for thorough review and consideration, please apply directly through our Careers site at www.nait.ca/careers
NOTE: This job posting is for two positions:
1. Research Analyst, Program Evaluation
2. Research Analyst, Enrolment Planning and Reporting.
*Candidates should indicate in their cover letter if they wish to be considered for only one of the positions.*

These positions are part of the Education Insights, Data & Research team. The team is responsible for providing information to support strategic decision-making for business partners in the education portfolio. Team members have strong skills and solid experience in the collection, analysis and reporting of qualitative and quantitative data. As a key partner team in the education portfolio, this team advances a data-informed culture and evidence-based decision-making through collaborative partnerships.
Program Evaluation Position
Reporting to the Research Specialist, Program Evaluation, the Research Analyst, Program Evaluation supports the gathering, analyses, and reporting of data to inform institutional and program policies and planning.

Key Responsibilities:
Support the design, implementation, and ongoing maintenance of the program evaluation framework
Identify and analyze relevant metrics to support program decisions by executive management
Evaluate the effectiveness of NAIT's programs, strategic alignment, and course delivery through outcome monitoring and data analysis
Analyze and interpret data from a variety of internal and external sources, determine implications, and provide recommendations
Perform statistical analysis and data modelling to inform tactical and strategic decision making by stakeholders across campus
Conduct demographic and industry research to support strategic analysis of higher education trends
Continuously assess and validate internal and external data to ensure accuracy of reports used for critical decision-making processes
Stay abreast of industry trends, social research methods, and new software
Enrolment Planning & Reporting Position
Reporting to the Research Specialist, Enrolment Planning & Reporting, the Research Analyst supports the analysis and reporting for enrolment data to guide single- and multi- year enrolment management and planning.

Key Responsibilities:
Generate, validate, and maintain regular reports on NAIT’s enrolment cycle
Continuously assess and validate internal and external data to ensure accuracy of reports used for critical decision-making
Build and evaluate predictive models to project future enrolment
Provide data and analytical support for multi-year enrolment planning, admissions strategies, and institutional policymaking
Support the scripting of analytical programs to automate statistical analyses; troubleshoot errors and recommend innovative solutions
Support stakeholder engagement, gather and implement feedback on analytical methods and reports
Stay abreast of industry trends, statistical methods, and new software
Skills & Abilities:
Ability to work independently and within a team
Strong communication and interpersonal skills
Advanced quantitative and analytical skills with an aptitude for capturing insights from mass volumes of data
Ability to explain analytical concepts to individuals with varying analytical backgrounds
Ability to exercise sound judgement, critical thinking, and decision making
Experience with analytical software and programming languages such as SAS, R, SQL, and Python
Experience with dashboard solutions such as Tableau and PowerBI
Experience working in post-secondary education is considered an asset
Experience implementing change and developing new procedures is considered an asset

Qualifications:
A bachelor’s degree in a quantitative discipline.
A graduate degree is preferred or a minimum of 4 years of experience in a related quantitative role.
Remuneration: $2,986.38 - $3,956.43 bi-weekly, plus a comprehensive benefits package.
Please submit a resume and Cover Letter to be considered for this opportunity. Apply online today at nait.ca/careers

About NAIT
At NAIT, people matter.
We’re proud to have been named one of Alberta’s Top Employers for 11 consecutive years. Developing an engaging, supportive and rewarding work culture is something we take seriously. We know that people are our biggest asset – they are what makes NAIT a great place to work.
At NAIT, you are part of a community that makes a difference in the lives of students, staff and industry clients and partners. The NAIT culture reflects our shared values of respect, collaboration, celebration, creativity and accountability. We are committed to equity, diversity and inclusion and are a proud partner of the Canadian Centre for Diversity and Inclusion and Pride at Work Canada.
What we offer
We’ve created a benefits package that focuses on health and wellness, professional and personal growth, recognition and work-life balance.
NAIT is a flexible workplace and depending on the nature of your role, you may request flexible work arrangements with respect to where and when you work, including being on-campus full-time, working off-site, or a combination of the two.
Employees also have access to excellent vacation time, paid time off between Christmas and New Year's, a strong recognition program, learning opportunities, 2 annual all-staff professional development days and so much more.
Health and safety
NAIT continues to encourage everyone coming to our campuses to be fully vaccinated against COVID-19 and to get their booster shots as soon as they are eligible. Vaccination against COVID-19 remains the best way to prevent severe illness and death, and third doses can boost immunity to improve protection and limit spread.
Additional requirements
Applicants with education credentials earned outside of Canada who have not had them previously assessed should have their credentials evaluated by World Education Services or the International Qualifications Assessment Service (IQAS)
www.alberta.ca/iqas-contact.aspx.
Accommodations
NAIT is an inclusive employer and strives to hire a diverse workforce. If you are contacted by us regarding a job opportunity, please don’t hesitate to advise if you require any accommodation during the selection process. Please contact us via email at careers@nait.ca.
We thank you for your application however only those selected for an interview will be contacted.",Educación,2022-09-10,2022-10-16,CAN,not specified,4,Not specified,1,2603.55375,"sas,r,sql,python",híbrido,bachelor’s degree in a quantitative discipline,4.0,"ability to work independently and within a team, strong communication and interpersonal skills, ability to exercise sound judgement, critical thinking, and decision making

",not specified
Data Analyst (Remote),Dawn InfoTek Inc.,Ontario,Toronto,3600.0,5400.0,CAD,"Dawn InfoTek Inc. is a professional IT consulting team that partners with major financial institutions, investment firms and government sectors. We have been dedicated to delivering cutting-edge consulting services and recruiting all levels of IT positions for our clients.We are currently seeking competent individuals to fulfill the role of Data Strategist to join our dynamic team for our client, one of the major banks.Responsibilities: o Project Work- Collaborate with Digital Marketing and other stakeholders to understand the business problems, build customer segmentations and reporting suits, etc.- Define the scope of projects by gathering business requirements, creating technical requirements, timeliness, project scope, etc.- Deliver analytical outputs (new data sets, dashboards, actionable insights, root cause analysis, deep dive analytics) that will help support business growth and development.- Create supporting artifacts, such as project plans, documentation, data lineage, metadata, data dictionary, etc.- Present analytical outputs, communicate findings, provide recommendations for actionable insights, etc. to business partners and key stakeholders.o General- Act as a SME with our Digital Marketing partners and other key stakeholders- Collaborate with other Data, Technology, and Analytics partners- Proactively suggest project ideas, data process improvements, opportunities, etc. that support both business and analytics teams- Promote Data Literacy with partners and key stakeholders to raise the collective understanding of data, tools, etc. available to them- Champion data driven decision makingo Other- Understand how the Bank’s risk appetite and risk culture should be considered in day-to-day activities and decisions.- Actively pursues effective and efficient operations of his/her respective areas in accordance with Scotiabank’s Values, its Code of Conduct and the Global Sales Principles, while ensuring the adequacy, adherence to and effectiveness of day-to-day business controls to meet obligations with respect to operational, compliance, AML/ATF/sanctions and conduct risk.- Champion a high-performance environment and contribute to an inclusive work environment.Candidate Requirements: 1) 3+ years’ End to End Analytics Experience (see additional notes)2) 2+ years’ Experience in querying and working with large data sets, ideally within an Enterprise Data Lake or Enterprise Data Warehouse3) 2+ years hands-on experience with common analytical languages eg. SQL4) 2+ years’ Data Visualization Experience: for example, Tableau, PowerBI, etc.Job Type: Full-timeSalary: $30.00-$45.00 per hourExperience:End to End Analytics: 2 years (required)large data sets: 2 years (required)Enterprise Data Lake or Enterprise Data Warehouse: 1 year (preferred)Data Visualization (Tableau, PowerBI, etc): 1 year (preferred)",Tecnologías de la información,2022-08-25,2022-10-16,CAN,hour,4,Not specified,0,4500.0,"sql,datalake,data warehouse,tableau",not specified,not specified,3.0,not specified,not specified
Data Analyst,Infrastructure Ontario,Ontario,Toronto,4150.625,5312.5,CAD,"IO’s Finance, Technology, and Lending Enterprise Team ensures that IO is a financially efficient and effectively managed organization and that the agency’s finances are monitored, reported, and managed appropriately. The team also manages the infrastructure lending program, which has supported more than $18 billion in local infrastructure development, and IO’s Information Technology and Business Services, providing tools and systems to ensure secure, effective, and efficient operations.
Level of Position: P3
The Data Analyst is responsible for delivering on the key objectives of IO’s Digital Transformation Strategy. This includes working with business lines to identify specific business problems, conducting analysis on datasets, performing data cleansing, and transforming raw data into technically correct and consistent data. The role will also conduct exploratory data analysis and discover patterns using analytic tools to assist in developing reports, metrics and KPIs.
What You Will Do:
Synthesize data requirements and dataset trends for identified projects to understand the flow of information and collection of data.
Clean and transform raw data into correct and consistent data, and identify any data quality issues in data acquisition.
Develop data schema and adjusted workflows to enable data exploration by exploring and analyzing datasets with corresponding data tools.
Articulate business problems and shape analytics results to assist in developing reports, metrics and KPIs.
Communicate with stakeholders unfamiliar with data processing and data analytics.
Who We’re Looking For:
Degree in Math/Statistics, Data, Computer Science, business administration or a related field of study.
Certificate in Big Data and Advanced Data Analytics with exposure of cloud data solutions (specifically MS Azure and Power BI) is an asset.
3 – 5 yrs experience working with large data sets, conducting analysis, and communicating analysis results and insights to different audiences.
Strong proficiency with Excel and SQL.
Good working knowledge of R, Python, Business Intelligence tools (e.g. Power BI, Tableau)
Ability to translate complex analytics/statistics information to stakeholders.
The hiring range for this position is $66,410 - $85,000 with a corresponding job level of P3
Please note that interviews will occur on a rolling basis until the role is filled
At Infrastructure Ontario, we strive to create a culture that encourages a diverse equitable and inclusive environment that fosters belonging. We believe that experience comes in many forms and through learning from each others’ differences and perspectives gives us strength. We are committed to enhancing our culture and encourage applications from all walks of life. Let us know if you require any accommodations for the selection process, by contacting the Talent Acquisition Team.
By submitting your application you are granting Infrastructure Ontario permission to process your personal data during the recruitment process and for keeping records of the process. Infrastructure Ontario may share your personal data internally to appropriate persons involved in the recruitment process and to third parties where there is an administrative or lawful basis for doing so. Provided that Infrastructure Ontario does not have any lawful reason to continue processing your personal data, you may make a formal request to rectify, erase or restrict (the processing of) your personal data.
Click here to return to our career listing",Gobierno y administración pública,2022-09-13,2022-10-16,CAN,year,5,Not specified,1,4731.5625,"sql,python,azure,power bi,excel",not specified,"degree in math/statistics, data, computer science, business administration or a related field of study, certificate in big data and advanced data analytics with exposure of cloud data solutions (specifically ms azure and power bi) is an asset.
",5.0,not specified,not specified
Research & Stat Officer 3 (Equity Data Analyst),Province of Nova Scotia,Nova Scotia,Halifax,1851.975,2251.2375,CAD,"Department: Equity and Anti-Racism Initiatives
Location: HALIFAX
Type of Employment: Temporary
Union Status: NSGEU - NSPG
Closing Date: 9/16/2022 (Applications are accepted until 11:59 PM Atlantic Time)

About Us
Office of Equity and Anti-Racism Initiatives (OEA) has a mandate to provide oversight to and enhance efforts related to equity and anti-racism throughout government.

We are an energetic team with a positive attitude and determination to make a difference by applying an all of government approach to address systemic racism and ableism, promote diversity and achieve equitable and anti-racist outcomes that improve economic and social wellbeing.

If you are interested in making a difference in the area of equity and anti-racism and wish to join a strong team environment who strive to achieve success, we are interested in hearing from you.

About Our Opportunity
The Office of Equity and Anti-Racism Initiatives (OEA) is seeking a highly motivated, energetic, and dynamic person to join our team.
As a member of our team, you will have the opportunity to help shape, guide and support the effort of addressing systemic racism, ableism, promoting diversity and achieving equitable and anti-racist outcomes throughout government having a direct impact on racialized and marginalized communities.
The new Dismantling Racism and Hate Act provides OEA with a mandate to improve the collection and use of equity and race-based data across government. One specific action is to establish an equity and race-based data standard to be used throughout government for the collection and use of information to identify, monitor and address systemic hate, inequity and racism.
The Data Analyst (Research and Statistical officer 3 (RSO3)) will lead specialized and complex statistical research and program analysis resulting in the development of outcome evaluation frameworks, data analysis and policy and program recommendations. The position ensures OEA has reliable and relevant data, research, and evaluation information to inform OEA’s assessments, evaluations, and audits.

This position reports to the Manager of Equity Reporting and Business Intelligence.

Primary Accountabilities
Determine and design research approach, including methodologies, stakeholder consultations and surveys.
Determine data requirements and design collection procedures to gather and analyze data, ensuring accurate and privacy compliant collection, storage access and retrieval.
Supports policy and program review through statistical analysis.
Leads the design of performance and system outcome measures, accountability reports and key performance indicators.
Qualifications and Experience
As our Data Analyst, you will have a Bachelors’ Degree in a related discipline, involving project management, policy, research methods etc. An equivalent combination of training and experience may be considered.
As the successful candidate, you are fully proficient in a Microsoft Office environment, including word processing, Business Intelligence, spreadsheets, and presentation tools. You will have experience with analytical thinking; client orientation; adaptability & flexibility; effective interactive communication and outcome focus
In addition, you will have:
Proven experience in statistical research and program analysis
Previous experience in developing evaluation frameworks
Knowledgeable in data governance frameworks, data sharing agreements
Experience in report and dashboard authoring, setting up data environment and maintaining databases
Demonstrated experience in report writing and preparation of briefing materials
Demonstrated ability to build collaborative working relationships.

Experience working with community partners in the collection, analysing and use of data would be considered an asset.

We will assess the above qualifications and competencies using one or more of the following tools: written examination, standardized tests, oral presentations, interview(s), and reference checks.

Equivalency
Applicants relying on education and experience equivalencies must demonstrate such equivalencies in their application.


Benefits
Based on the employment status and Union agreement, the Government of Nova Scotia offers its employees a wide range of benefits such as Health, Dental, Life Insurance, Pension, General Illness (Short and Long Term), Vacation and Employee and Family Assistance Programs. Click here to learn more about our various benefits offering and eligibility criteria.

Additional Information
This is a temporary opportunity with an anticipated end date of Mrch 31, 2023; however, the position status (“term,” “temporary,” or “causal”) is dependent on the start date of the successful candidate

What We Offer
Career development where you have access to career guidance, tools, resources, and ongoing training for every stage of your career.
Engaging workplace: our employees feel valued, respected, connected, and tuned in, we have forward-thinking policies and strategies.
Numerous career paths for Nova Scotians.
Department-specific flexible work options.

Pay Grade: PR 13
Salary Range: $2,469.30 - $3,001.65 Bi-Weekly

Employment Equity Statement:
Our goal is to be a diverse workforce that is representative, at all job levels, of the citizens we serve. The Government of Nova Scotia has an Employment Equity Policy, and we welcome applications from Indigenous People, African Nova Scotians and Other Racially Visible Persons, Persons with Disabilities and Women in occupations or positions where they are under-represented. If you are a member of one of these equity groups, you are encouraged to self-identify on your electronic application.

This is a bargaining unit position initially restricted to current civil service employees represented by the Nova Scotia Government Employees Union (NSGEU). If applying from outside a government office, employees must apply correctly via this link:

 Failure to apply correctly means that your application will not be given first consideration as a bargaining unit applicant, and will only be included if external applications are pursued.

External applicants and current casual employees will only be considered if there are no qualified civil service bargaining unit candidates. PLEASE NOTE: Candidates will not be considered for an interview if applications are incomplete or are missing information.

Offer of employment is conditional upon the completion of all applicable background checks and confirmation of credentials, the results of which must be satisfactory to the employer. We thank all applicants for the interest, however, only those selected for an interview will be contacted. All questions and concerns may be directed to Competitions@novascotia.ca.",Gobierno y administración pública,2022-09-02,2022-10-16,CAN,not specified,1,Not specified,1,2051.60625,,not specified,"bachelors’ degree in a related discipline, involving project management, policy, research methods ",,ability to build collaborative working relationships,not specified
